feature,importance
morgan_275,1.6
morgan_1411,1.6
morgan_1250,1.6
morgan_313,1.6
morgan_309,1.6
morgan_1264,1.6
morgan_844,1.6
morgan_1762,1.6
morgan_865,1.6
morgan_764,1.6
morgan_501,1.6
morgan_139,1.6
morgan_558,1.6
morgan_220,1.6
morgan_2025,1.6
morgan_1157,1.6
morgan_20,1.6
morgan_141,1.6
morgan_594,1.5999999999999999
morgan_211,1.5999999999999999
morgan_1962,1.5999999999999999
morgan_893,1.5999999999999999
morgan_1302,1.5999999999999999
morgan_1563,1.5999999999999999
morgan_737,1.5999999999999999
morgan_1445,1.5999999999999999
morgan_1971,1.5999999999999999
morgan_1681,1.5999999999999999
morgan_1902,1.4000000000000001
morgan_649,1.4000000000000001
morgan_1778,1.4000000000000001
morgan_1925,1.4000000000000001
morgan_943,1.4000000000000001
morgan_102,1.4000000000000001
morgan_1331,1.4000000000000001
morgan_1509,1.4000000000000001
morgan_412,1.4
morgan_1723,1.4
morgan_1395,1.4
morgan_1400,1.4
morgan_204,1.4
morgan_1143,1.4
morgan_1743,1.4
morgan_1776,1.4
morgan_1500,1.4
morgan_165,1.4
morgan_1244,1.4
morgan_1878,1.4
morgan_525,1.4
morgan_261,1.4
morgan_1155,1.4
morgan_1267,1.4
morgan_592,1.4
morgan_1613,1.4
morgan_1585,1.2000000000000002
morgan_961,1.2000000000000002
morgan_322,1.2000000000000002
morgan_1591,1.2000000000000002
morgan_1121,1.2000000000000002
morgan_1165,1.2000000000000002
morgan_591,1.2000000000000002
morgan_393,1.2000000000000002
morgan_1674,1.2000000000000002
morgan_1557,1.2000000000000002
morgan_1583,1.2000000000000002
morgan_936,1.2
morgan_809,1.2
morgan_817,1.2
morgan_8,1.2
morgan_1742,1.2
morgan_571,1.2
morgan_347,1.2
morgan_1496,1.2
morgan_1437,1.2
morgan_556,1.2
morgan_1572,1.2
morgan_1166,1.2
morgan_455,1.2
morgan_39,1.2
morgan_1176,1.2
morgan_1307,1.2
morgan_890,1.2
morgan_255,1.2
morgan_1231,1.2
morgan_158,1.2
morgan_1454,1.2
morgan_1280,1.2
morgan_1253,1.2
morgan_1783,1.2
morgan_1273,1.2
morgan_1715,1.2
morgan_1739,1.2
morgan_58,1.2
morgan_658,1.2
morgan_1236,1.0
morgan_445,1.0
morgan_871,1.0
morgan_17,1.0
morgan_279,1.0
morgan_1075,1.0
morgan_756,1.0
morgan_1814,1.0
morgan_306,1.0
morgan_1505,1.0
morgan_1007,1.0
morgan_892,1.0
morgan_819,1.0
morgan_1125,1.0
morgan_866,1.0
morgan_462,1.0
morgan_2026,1.0
morgan_1682,1.0
morgan_1180,1.0
morgan_1835,1.0
morgan_1896,1.0
morgan_257,1.0
morgan_1388,1.0
morgan_1287,1.0
morgan_337,1.0
morgan_2008,0.8
morgan_2002,0.8
morgan_1290,0.8
morgan_1462,0.8
morgan_1600,0.8
morgan_126,0.8
morgan_22,0.8
morgan_394,0.8
morgan_840,0.8
morgan_1612,0.8
morgan_953,0.8
morgan_1920,0.8
morgan_1417,0.8
morgan_889,0.8
morgan_1217,0.8
morgan_526,0.8
morgan_913,0.8
morgan_264,0.8
morgan_194,0.8
morgan_1694,0.8
morgan_859,0.8
morgan_834,0.8
morgan_1002,0.8
morgan_444,0.8
morgan_813,0.8
morgan_680,0.8
morgan_537,0.8
morgan_1364,0.8
morgan_101,0.8
morgan_134,0.8
morgan_548,0.8
morgan_344,0.8
morgan_131,0.8
morgan_1434,0.8
morgan_1040,0.8
morgan_619,0.8
morgan_1910,0.8
morgan_433,0.8
morgan_1265,0.8
morgan_949,0.8
morgan_1851,0.8
morgan_1998,0.8
morgan_1415,0.8
morgan_922,0.8
morgan_87,0.8
morgan_340,0.8
morgan_1650,0.8
morgan_1425,0.8
morgan_448,0.8
morgan_1856,0.8
morgan_1801,0.8
morgan_1061,0.8
morgan_972,0.8
morgan_52,0.8
morgan_1397,0.8
morgan_159,0.6000000000000001
morgan_1546,0.6000000000000001
morgan_2030,0.6000000000000001
morgan_667,0.6000000000000001
morgan_119,0.6000000000000001
morgan_280,0.6000000000000001
morgan_1823,0.6000000000000001
morgan_1966,0.6000000000000001
morgan_244,0.6000000000000001
morgan_1340,0.6000000000000001
morgan_30,0.6000000000000001
morgan_1339,0.6000000000000001
morgan_425,0.6000000000000001
morgan_1101,0.6000000000000001
morgan_4,0.6000000000000001
morgan_1283,0.6000000000000001
morgan_1366,0.6000000000000001
morgan_552,0.6000000000000001
morgan_617,0.6000000000000001
morgan_1636,0.6000000000000001
morgan_1983,0.6000000000000001
morgan_1717,0.6000000000000001
morgan_1247,0.6000000000000001
morgan_1897,0.6000000000000001
morgan_1393,0.6000000000000001
morgan_40,0.6000000000000001
morgan_904,0.6000000000000001
morgan_797,0.6000000000000001
morgan_788,0.6000000000000001
morgan_1816,0.6000000000000001
morgan_1709,0.6000000000000001
morgan_1883,0.6000000000000001
morgan_1652,0.6000000000000001
morgan_2020,0.6000000000000001
morgan_987,0.6000000000000001
morgan_629,0.6000000000000001
morgan_331,0.6000000000000001
morgan_560,0.6000000000000001
morgan_364,0.6000000000000001
morgan_1455,0.6000000000000001
morgan_1876,0.6000000000000001
morgan_1003,0.6000000000000001
morgan_897,0.6
morgan_786,0.6
morgan_404,0.6
morgan_1930,0.6
morgan_1179,0.6
morgan_969,0.6
morgan_79,0.6
morgan_381,0.6
morgan_735,0.6
morgan_1992,0.6
morgan_761,0.6
morgan_530,0.6
morgan_1420,0.6
morgan_1994,0.6
morgan_931,0.6
morgan_1081,0.6
morgan_247,0.6
morgan_1458,0.6
morgan_1580,0.4
morgan_1189,0.4
morgan_1222,0.4
morgan_308,0.4
morgan_1225,0.4
morgan_401,0.4
morgan_988,0.4
morgan_1937,0.4
morgan_1291,0.4
morgan_1991,0.4
morgan_1477,0.4
morgan_1485,0.4
morgan_315,0.4
morgan_1811,0.4
morgan_1936,0.4
morgan_1589,0.4
morgan_663,0.4
morgan_1404,0.4
morgan_175,0.4
morgan_1792,0.4
morgan_1286,0.4
morgan_1301,0.4
morgan_334,0.4
morgan_902,0.4
morgan_311,0.4
morgan_637,0.4
morgan_295,0.4
morgan_1258,0.4
morgan_939,0.4
morgan_49,0.4
morgan_487,0.4
morgan_298,0.4
morgan_325,0.4
morgan_299,0.4
morgan_1367,0.4
morgan_945,0.4
morgan_1054,0.4
morgan_1718,0.4
morgan_677,0.4
morgan_1955,0.4
morgan_1039,0.4
morgan_82,0.4
morgan_1952,0.4
morgan_236,0.4
morgan_1008,0.4
morgan_1672,0.4
morgan_627,0.4
morgan_75,0.4
morgan_214,0.4
morgan_1268,0.4
morgan_54,0.4
morgan_829,0.4
morgan_597,0.4
morgan_1644,0.4
morgan_1874,0.4
morgan_1934,0.4
morgan_1545,0.4
morgan_770,0.4
morgan_557,0.4
morgan_1159,0.4
morgan_908,0.4
morgan_1571,0.4
morgan_1278,0.4
morgan_1703,0.4
morgan_1568,0.4
morgan_1844,0.4
morgan_824,0.4
morgan_1970,0.4
morgan_998,0.4
morgan_12,0.4
morgan_1543,0.4
morgan_858,0.4
morgan_582,0.4
morgan_584,0.4
morgan_683,0.4
morgan_1504,0.4
morgan_1342,0.4
morgan_113,0.4
morgan_1096,0.4
morgan_811,0.4
morgan_1740,0.4
morgan_780,0.2
morgan_728,0.2
morgan_1414,0.2
morgan_1407,0.2
morgan_1327,0.2
morgan_19,0.2
morgan_2015,0.2
morgan_1710,0.2
morgan_792,0.2
morgan_1421,0.2
morgan_436,0.2
morgan_1599,0.2
morgan_1424,0.2
morgan_800,0.2
morgan_1363,0.2
morgan_805,0.2
morgan_203,0.2
morgan_1357,0.2
morgan_202,0.2
morgan_201,0.2
morgan_1428,0.2
morgan_443,0.2
morgan_1606,0.2
morgan_216,0.2
morgan_822,0.2
morgan_451,0.2
morgan_453,0.2
morgan_1321,0.2
morgan_828,0.2
morgan_789,0.2
morgan_2045,0.2
morgan_2024,0.2
morgan_459,0.2
morgan_1590,0.2
morgan_839,0.2
morgan_1587,0.2
morgan_1673,0.2
morgan_533,0.2
morgan_1779,0.2
morgan_1975,0.2
morgan_587,0.2
morgan_930,0.2
morgan_1618,0.2
morgan_116,0.2
morgan_727,0.2
morgan_1115,0.2
morgan_1116,0.2
morgan_581,0.2
morgan_127,0.2
morgan_48,0.2
morgan_957,0.2
morgan_578,0.2
morgan_575,0.2
morgan_1648,0.2
morgan_130,0.2
morgan_962,0.2
morgan_1012,0.2
morgan_133,0.2
morgan_920,0.2
morgan_686,0.2
morgan_1043,0.2
morgan_955,0.2
morgan_112,0.2
morgan_110,0.2
morgan_1518,0.2
morgan_1901,0.2
morgan_85,0.2
morgan_348,0.2
morgan_78,0.2
morgan_1059,0.2
morgan_1640,0.2
morgan_1064,0.2
morgan_1065,0.2
morgan_1559,0.2
morgan_606,0.2
morgan_1095,0.2
morgan_353,0.2
morgan_1516,0.2
morgan_1619,0.2
morgan_354,0.2
morgan_1082,0.2
morgan_265,0.2
morgan_1086,0.2
morgan_933,0.2
morgan_1093,0.2
morgan_1843,0.2
morgan_567,0.2
morgan_640,0.2
morgan_253,0.2
morgan_1213,0.2
morgan_1478,0.2
morgan_1216,0.2
morgan_708,0.2
morgan_1935,0.2
morgan_512,0.2
morgan_717,0.2
morgan_1628,0.2
morgan_979,0.2
morgan_2000,0.2
morgan_382,0.2
morgan_388,0.2
morgan_1581,0.2
morgan_162,0.2
morgan_1788,0.2
morgan_1787,0.2
morgan_496,0.2
morgan_660,0.2
morgan_973,0.2
morgan_25,0.2
morgan_37,0.2
morgan_1904,0.2
morgan_1202,0.2
morgan_964,0.2
morgan_42,0.2
morgan_545,0.2
morgan_635,0.2
morgan_539,0.2
morgan_1006,0.2
morgan_1001,0.2
morgan_999,0.2
morgan_638,0.2
morgan_1005,0.2
morgan_1488,0.2
morgan_1482,0.2
morgan_38,0.2
morgan_965,0.2
morgan_282,0.2
morgan_1818,0.2
morgan_1661,0.2
morgan_223,0.0
morgan_266,0.0
morgan_234,0.0
morgan_1633,0.0
morgan_1632,0.0
morgan_270,0.0
morgan_1631,0.0
morgan_268,0.0
morgan_232,0.0
morgan_1627,0.0
morgan_278,0.0
morgan_1630,0.0
morgan_1622,0.0
morgan_233,0.0
morgan_1617,0.0
morgan_1635,0.0
morgan_1663,0.0
morgan_1608,0.0
morgan_1659,0.0
morgan_1614,0.0
morgan_1660,0.0
morgan_1675,0.0
morgan_1610,0.0
morgan_254,0.0
morgan_1679,0.0
morgan_1666,0.0
morgan_288,0.0
morgan_252,0.0
morgan_1668,0.0
morgan_1669,0.0
morgan_1670,0.0
morgan_1678,0.0
morgan_1658,0.0
morgan_1637,0.0
morgan_1684,0.0
morgan_1639,0.0
morgan_1641,0.0
morgan_1688,0.0
morgan_1643,0.0
morgan_1646,0.0
morgan_240,0.0
morgan_289,0.0
morgan_1680,0.0
morgan_1649,0.0
morgan_1651,0.0
morgan_1683,0.0
morgan_262,0.0
morgan_1615,0.0
morgan_259,0.0
morgan_272,0.0
morgan_777,0.0
morgan_1697,0.0
morgan_1929,0.0
morgan_73,0.0
morgan_71,0.0
morgan_70,0.0
morgan_68,0.0
morgan_67,0.0
morgan_66,0.0
morgan_1926,0.0
morgan_1927,0.0
morgan_65,0.0
morgan_1933,0.0
morgan_1914,0.0
morgan_64,0.0
morgan_1939,0.0
morgan_1940,0.0
morgan_60,0.0
morgan_1942,0.0
morgan_1943,0.0
morgan_59,0.0
morgan_1947,0.0
morgan_55,0.0
morgan_76,0.0
morgan_1913,0.0
morgan_1951,0.0
morgan_1889,0.0
morgan_1871,0.0
morgan_109,0.0
morgan_1877,0.0
morgan_105,0.0
morgan_104,0.0
morgan_1882,0.0
morgan_103,0.0
morgan_100,0.0
morgan_1888,0.0
morgan_1890,0.0
morgan_1912,0.0
morgan_98,0.0
morgan_1892,0.0
morgan_95,0.0
morgan_94,0.0
morgan_1895,0.0
morgan_93,0.0
morgan_1900,0.0
morgan_1903,0.0
morgan_83,0.0
morgan_53,0.0
morgan_1953,0.0
morgan_1867,0.0
morgan_2023,0.0
morgan_2006,0.0
morgan_24,0.0
morgan_2011,0.0
morgan_2014,0.0
morgan_18,0.0
morgan_2017,0.0
morgan_2019,0.0
morgan_2021,0.0
morgan_15,0.0
morgan_2029,0.0
morgan_2001,0.0
morgan_2031,0.0
morgan_2032,0.0
morgan_2034,0.0
morgan_10,0.0
morgan_2037,0.0
morgan_3,0.0
morgan_2042,0.0
morgan_2044,0.0
morgan_2046,0.0
morgan_32,0.0
morgan_35,0.0
morgan_1954,0.0
morgan_1972,0.0
morgan_1957,0.0
morgan_51,0.0
morgan_1959,0.0
morgan_1961,0.0
morgan_1963,0.0
morgan_1964,0.0
morgan_1965,0.0
morgan_1968,0.0
morgan_1969,0.0
morgan_1973,0.0
morgan_1996,0.0
morgan_46,0.0
morgan_1977,0.0
morgan_1981,0.0
morgan_1984,0.0
morgan_1986,0.0
morgan_1987,0.0
morgan_1988,0.0
morgan_1990,0.0
morgan_1993,0.0
morgan_1869,0.0
morgan_122,0.0
morgan_1698,0.0
morgan_1763,0.0
morgan_1751,0.0
morgan_182,0.0
morgan_179,0.0
morgan_1754,0.0
morgan_178,0.0
morgan_177,0.0
morgan_1757,0.0
morgan_1759,0.0
morgan_1761,0.0
morgan_173,0.0
morgan_1748,0.0
morgan_1767,0.0
morgan_172,0.0
morgan_1769,0.0
morgan_1770,0.0
morgan_1771,0.0
morgan_1772,0.0
morgan_170,0.0
morgan_169,0.0
morgan_1775,0.0
morgan_1749,0.0
morgan_188,0.0
morgan_1780,0.0
morgan_210,0.0
morgan_217,0.0
morgan_1705,0.0
morgan_1706,0.0
morgan_215,0.0
morgan_1708,0.0
morgan_1712,0.0
morgan_212,0.0
morgan_1716,0.0
morgan_1720,0.0
morgan_206,0.0
morgan_190,0.0
morgan_205,0.0
morgan_1727,0.0
morgan_200,0.0
morgan_1733,0.0
morgan_199,0.0
morgan_198,0.0
morgan_195,0.0
morgan_191,0.0
morgan_1744,0.0
morgan_168,0.0
morgan_167,0.0
morgan_123,0.0
morgan_137,0.0
morgan_149,0.0
morgan_146,0.0
morgan_144,0.0
morgan_1828,0.0
morgan_1830,0.0
morgan_1833,0.0
morgan_1834,0.0
morgan_1837,0.0
morgan_1838,0.0
morgan_1841,0.0
morgan_291,0.0
morgan_1846,0.0
morgan_1848,0.0
morgan_1850,0.0
morgan_1852,0.0
morgan_1853,0.0
morgan_128,0.0
morgan_125,0.0
morgan_1861,0.0
morgan_124,0.0
morgan_1822,0.0
morgan_1821,0.0
morgan_1782,0.0
morgan_1802,0.0
morgan_1784,0.0
morgan_1785,0.0
morgan_1789,0.0
morgan_1790,0.0
morgan_161,0.0
morgan_1795,0.0
morgan_1798,0.0
morgan_157,0.0
morgan_156,0.0
morgan_155,0.0
morgan_150,0.0
morgan_1804,0.0
morgan_1805,0.0
morgan_1806,0.0
morgan_1807,0.0
morgan_1808,0.0
morgan_154,0.0
morgan_153,0.0
morgan_1815,0.0
morgan_1817,0.0
morgan_1605,0.0
morgan_1412,0.0
morgan_292,0.0
morgan_1052,0.0
morgan_1037,0.0
morgan_1038,0.0
morgan_1042,0.0
morgan_1044,0.0
morgan_1045,0.0
morgan_1046,0.0
morgan_1047,0.0
morgan_1048,0.0
morgan_1049,0.0
morgan_1050,0.0
morgan_1051,0.0
morgan_1053,0.0
morgan_621,0.0
morgan_1055,0.0
morgan_618,0.0
morgan_1058,0.0
morgan_1062,0.0
morgan_613,0.0
morgan_1066,0.0
morgan_1067,0.0
morgan_607,0.0
morgan_1069,0.0
morgan_605,0.0
morgan_1073,0.0
morgan_1036,0.0
morgan_1033,0.0
morgan_984,0.0
morgan_634,0.0
morgan_642,0.0
morgan_991,0.0
morgan_992,0.0
morgan_993,0.0
morgan_994,0.0
morgan_995,0.0
morgan_996,0.0
morgan_1000,0.0
morgan_1010,0.0
morgan_1011,0.0
morgan_1013,0.0
morgan_633,0.0
morgan_1032,0.0
morgan_632,0.0
morgan_1018,0.0
morgan_630,0.0
morgan_1021,0.0
morgan_1022,0.0
morgan_1023,0.0
morgan_1025,0.0
morgan_626,0.0
morgan_625,0.0
morgan_1030,0.0
morgan_1031,0.0
morgan_603,0.0
morgan_1076,0.0
morgan_601,0.0
morgan_561,0.0
morgan_1133,0.0
morgan_570,0.0
morgan_1137,0.0
morgan_1138,0.0
morgan_1139,0.0
morgan_1140,0.0
morgan_569,0.0
morgan_1144,0.0
morgan_1146,0.0
morgan_563,0.0
morgan_1149,0.0
morgan_1151,0.0
morgan_1080,0.0
morgan_1153,0.0
morgan_559,0.0
morgan_1156,0.0
morgan_1158,0.0
morgan_551,0.0
morgan_1169,0.0
morgan_543,0.0
morgan_1173,0.0
morgan_541,0.0
morgan_1175,0.0
morgan_1178,0.0
morgan_1132,0.0
morgan_574,0.0
morgan_1130,0.0
morgan_579,0.0
morgan_600,0.0
morgan_1084,0.0
morgan_1087,0.0
morgan_596,0.0
morgan_1090,0.0
morgan_1092,0.0
morgan_1098,0.0
morgan_589,0.0
morgan_1100,0.0
morgan_1102,0.0
morgan_1103,0.0
morgan_1106,0.0
morgan_1107,0.0
morgan_1108,0.0
morgan_1109,0.0
morgan_1110,0.0
morgan_1111,0.0
morgan_1112,0.0
morgan_1113,0.0
morgan_586,0.0
morgan_1122,0.0
morgan_1123,0.0
morgan_580,0.0
morgan_986,0.0
morgan_982,0.0
morgan_1182,0.0
morgan_860,0.0
morgan_842,0.0
morgan_734,0.0
morgan_732,0.0
morgan_731,0.0
morgan_730,0.0
morgan_850,0.0
morgan_851,0.0
morgan_853,0.0
morgan_729,0.0
morgan_855,0.0
morgan_856,0.0
morgan_861,0.0
morgan_835,0.0
morgan_726,0.0
morgan_864,0.0
morgan_721,0.0
morgan_869,0.0
morgan_720,0.0
morgan_719,0.0
morgan_874,0.0
morgan_876,0.0
morgan_716,0.0
morgan_714,0.0
morgan_880,0.0
morgan_838,0.0
morgan_740,0.0
morgan_646,0.0
morgan_808,0.0
morgan_772,0.0
morgan_769,0.0
morgan_791,0.0
morgan_793,0.0
morgan_767,0.0
morgan_796,0.0
morgan_765,0.0
morgan_799,0.0
morgan_801,0.0
morgan_759,0.0
morgan_757,0.0
morgan_810,0.0
morgan_741,0.0
morgan_754,0.0
morgan_815,0.0
morgan_749,0.0
morgan_818,0.0
morgan_820,0.0
morgan_746,0.0
morgan_744,0.0
morgan_825,0.0
morgan_827,0.0
morgan_743,0.0
morgan_831,0.0
morgan_710,0.0
morgan_882,0.0
morgan_707,0.0
morgan_951,0.0
morgan_934,0.0
morgan_676,0.0
morgan_938,0.0
morgan_673,0.0
morgan_672,0.0
morgan_942,0.0
morgan_944,0.0
morgan_946,0.0
morgan_947,0.0
morgan_948,0.0
morgan_671,0.0
morgan_952,0.0
morgan_886,0.0
morgan_958,0.0
morgan_666,0.0
morgan_664,0.0
morgan_963,0.0
morgan_967,0.0
morgan_662,0.0
morgan_661,0.0
morgan_971,0.0
morgan_975,0.0
morgan_657,0.0
morgan_654,0.0
morgan_929,0.0
morgan_928,0.0
morgan_681,0.0
morgan_925,0.0
morgan_887,0.0
morgan_705,0.0
morgan_704,0.0
morgan_894,0.0
morgan_703,0.0
morgan_896,0.0
morgan_701,0.0
morgan_700,0.0
morgan_698,0.0
morgan_903,0.0
morgan_905,0.0
morgan_907,0.0
morgan_696,0.0
morgan_692,0.0
morgan_911,0.0
morgan_912,0.0
morgan_914,0.0
morgan_691,0.0
morgan_689,0.0
morgan_687,0.0
morgan_921,0.0
morgan_923,0.0
morgan_685,0.0
morgan_538,0.0
morgan_1183,0.0
morgan_1596,0.0
morgan_391,0.0
morgan_406,0.0
morgan_1433,0.0
morgan_402,0.0
morgan_1438,0.0
morgan_1439,0.0
morgan_1441,0.0
morgan_1442,0.0
morgan_400,0.0
morgan_399,0.0
morgan_1447,0.0
morgan_1449,0.0
morgan_390,0.0
morgan_1429,0.0
morgan_1460,0.0
morgan_1461,0.0
morgan_1463,0.0
morgan_389,0.0
morgan_1465,0.0
morgan_1466,0.0
morgan_1467,0.0
morgan_1469,0.0
morgan_1470,0.0
morgan_1471,0.0
morgan_1472,0.0
morgan_410,0.0
morgan_1427,0.0
morgan_432,0.0
morgan_420,0.0
morgan_1383,0.0
morgan_429,0.0
morgan_427,0.0
morgan_426,0.0
morgan_1387,0.0
morgan_1390,0.0
morgan_424,0.0
morgan_1392,0.0
morgan_1394,0.0
morgan_422,0.0
morgan_1398,0.0
morgan_418,0.0
morgan_1422,0.0
morgan_1402,0.0
morgan_1403,0.0
morgan_1406,0.0
morgan_1408,0.0
morgan_1409,0.0
morgan_1410,0.0
morgan_776,0.0
morgan_1413,0.0
morgan_416,0.0
morgan_415,0.0
morgan_1419,0.0
morgan_379,0.0
morgan_373,0.0
morgan_1489,0.0
morgan_324,0.0
morgan_338,0.0
morgan_1541,0.0
morgan_1547,0.0
morgan_1548,0.0
morgan_329,0.0
morgan_328,0.0
morgan_1551,0.0
morgan_1554,0.0
morgan_1555,0.0
morgan_327,0.0
morgan_1560,0.0
morgan_323,0.0
morgan_1490,0.0
morgan_1565,0.0
morgan_1567,0.0
morgan_321,0.0
morgan_319,0.0
morgan_1574,0.0
morgan_318,0.0
morgan_317,0.0
morgan_1579,0.0
morgan_1582,0.0
morgan_1592,0.0
morgan_307,0.0
morgan_1534,0.0
morgan_1532,0.0
morgan_341,0.0
morgan_346,0.0
morgan_1491,0.0
morgan_1492,0.0
morgan_366,0.0
morgan_1494,0.0
morgan_365,0.0
morgan_1497,0.0
morgan_1499,0.0
morgan_1501,0.0
morgan_1502,0.0
morgan_363,0.0
morgan_360,0.0
morgan_1510,0.0
morgan_359,0.0
morgan_357,0.0
morgan_1513,0.0
morgan_1514,0.0
morgan_1520,0.0
morgan_1521,0.0
morgan_1522,0.0
morgan_350,0.0
morgan_1524,0.0
morgan_1525,0.0
morgan_1527,0.0
morgan_1382,0.0
morgan_1379,0.0
morgan_1184,0.0
morgan_1254,0.0
morgan_505,0.0
morgan_1235,0.0
morgan_1237,0.0
morgan_1239,0.0
morgan_1242,0.0
morgan_500,0.0
morgan_1245,0.0
morgan_1246,0.0
morgan_1248,0.0
morgan_498,0.0
morgan_1251,0.0
morgan_1255,0.0
morgan_509,0.0
morgan_493,0.0
morgan_485,0.0
morgan_1262,0.0
morgan_481,0.0
morgan_1269,0.0
morgan_1270,0.0
morgan_1271,0.0
morgan_1272,0.0
morgan_480,0.0
morgan_1276,0.0
morgan_1279,0.0
morgan_506,0.0
morgan_1230,0.0
morgan_1378,0.0
morgan_520,0.0
morgan_536,0.0
morgan_534,0.0
morgan_1188,0.0
morgan_532,0.0
morgan_1194,0.0
morgan_1197,0.0
morgan_1198,0.0
morgan_522,0.0
morgan_1201,0.0
morgan_1203,0.0
morgan_521,0.0
morgan_1206,0.0
morgan_1229,0.0
morgan_518,0.0
morgan_1208,0.0
morgan_1211,0.0
morgan_1214,0.0
morgan_514,0.0
morgan_513,0.0
morgan_1220,0.0
morgan_1221,0.0
morgan_1223,0.0
morgan_511,0.0
morgan_1228,0.0
morgan_1281,0.0
morgan_476,0.0
morgan_1284,0.0
morgan_1356,0.0
morgan_1335,0.0
morgan_1337,0.0
morgan_1338,0.0
morgan_446,0.0
morgan_1345,0.0
morgan_1346,0.0
morgan_1347,0.0
morgan_1348,0.0
morgan_1352,0.0
morgan_1354,0.0
morgan_1355,0.0
morgan_1359,0.0
morgan_1285,0.0
morgan_442,0.0
morgan_1361,0.0
morgan_440,0.0
morgan_1365,0.0
morgan_1368,0.0
morgan_439,0.0
morgan_1370,0.0
morgan_1371,0.0
morgan_438,0.0
morgan_1373,0.0
morgan_1374,0.0
morgan_1334,0.0
morgan_450,0.0
morgan_1326,0.0
morgan_452,0.0
morgan_1289,0.0
morgan_471,0.0
morgan_469,0.0
morgan_1295,0.0
morgan_468,0.0
morgan_1297,0.0
morgan_1299,0.0
morgan_467,0.0
morgan_466,0.0
morgan_465,0.0
morgan_463,0.0
morgan_460,0.0
morgan_1310,0.0
morgan_1311,0.0
morgan_458,0.0
morgan_1314,0.0
morgan_1315,0.0
morgan_456,0.0
morgan_1318,0.0
morgan_1319,0.0
morgan_1320,0.0
morgan_454,0.0
morgan_1324,0.0
morgan_0,0.0
